flight_status,flight_status_raw,has_filtered_state,sensor_timestamp,sensor_altitude_feet,sensor_accel_bno_x,sensor_accel_bno_y,sensor_accel_bno_z,sensor_accel_icm_x,sensor_accel_icm_y,sensor_accel_icm_z,sensor_quat_w,sensor_quat_x,sensor_quat_y,sensor_quat_z,sensor_gyro_x,sensor_gyro_y,sensor_gyro_z,sensor_has_quaternion,state_time,state_position_x,state_position_y,state_position_z,state_velocity_x,state_velocity_y,state_velocity_z,state_acceleration_x,state_acceleration_y,state_acceleration_z,state_inertial_acceleration_x,state_inertial_acceleration_y,state_inertial_acceleration_z,state_zenith,state_apogee_estimate
ground,0,True,210.00856018066406,734.4099731445312,9.600000381469727,0.09000000357627869,-1.6799999475479126,9.600000381469727,0.09000000357627869,-1.6799999475479126,0.9961844682693481,0.005493327975273132,0.08709976077079773,-6.103697523940355e-05,0.0625,0.0,-0.0625,True,210.00856018066406,nan,nan,286.4339599609375,nan,nan,91.91288757324219,nan,nan,-11.243846893310547,9.642370223999023,0.09000000357627869,-11.22342586517334,0.003049316583201289,0.0
ground,0,False,210.0137939453125,734.01123046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,
ground,0,True,210.02081298828125,734.01123046875,9.59000015258789,0.09000000357627869,-1.659999966621399,9.59000015258789,0.09000000357627869,-1.659999966621399,0.9961844682693481,0.005493327975273132,0.08709976077079773,-6.103697523940355e-05,-0.0625,-0.25,-0.0625,True,210.02081298828125,nan,nan,286.3714294433594,nan,nan,90.9149398803711,nan,nan,-11.218889236450195,9.631826400756836,0.09000000357627869,-11.203706741333008,0.003049316583201289,0.0
ground,0,False,210.0178985595703,733.8638305664062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,
ground,0,True,210.03172302246094,734.7913818359375,9.600000381469727,0.07999999821186066,-1.659999966621399,9.600000381469727,0.07999999821186066,-1.659999966621399,0.9961844682693481,0.005493327975273132,0.08709976077079773,-6.103697523940355e-05,0.125,0.0,-0.0625,True,210.03172302246094,nan,nan,286.1863098144531,nan,nan,89.94001770019531,nan,nan,-11.212010383605957,9.641822814941406,0.07999999821186066,-11.2034330368042,0.003049316583201289,0.0
ground,0,False,210.03501892089844,734.1932373046875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,
ground,0,True,210.0421600341797,734.1932373046875,9.619999885559082,0.07999999821186066,-1.659999966621399,9.619999885559082,0.07999999821186066,-1.659999966621399,0.9961844682693481,0.005493327975273132,0.08709976077079773,-6.103697523940355e-05,0.0,0.0,0.0625,True,210.0421600341797,nan,nan,285.9532165527344,nan,nan,88.97381591796875,nan,nan,-11.209500312805176,9.66181468963623,0.07999999821186066,-11.202885627746582,0.003049316583201289,0.0
ground,0,False,210.0391387939453,733.9678955078125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,
ground,0,True,210.0523223876953,734.201904296875,9.59000015258789,0.07999999821186066,-1.659999966621399,9.59000015258789,0.07999999821186066,-1.659999966621399,0.9961844682693481,0.005493327975273132,0.08709976077079773,-6.103697523940355e-05,0.0625,-0.1875,-0.0625,True,210.0523223876953,nan,nan,285.69512939453125,nan,nan,88.01724243164062,nan,nan,-11.209336280822754,9.631826400756836,0.07999999821186066,-11.203706741333008,0.003049316583201289,0.0
ground,0,False,210.05540466308594,733.9158935546875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,
