Column mapping:
  timestamp <- 'sensor_timestamp'
  altitude_feet <- 'sensor_altitude_feet'
  accel_icm_x <- 'sensor_accel_icm_x'
  accel_icm_y <- 'sensor_accel_icm_y'
  accel_icm_z <- 'sensor_accel_icm_z'
  accel_bno_x <- 'sensor_accel_bno_x'
  accel_bno_y <- 'sensor_accel_bno_y'
  accel_bno_z <- 'sensor_accel_bno_z'
  gyro_x <- 'sensor_gyro_x'
  gyro_y <- 'sensor_gyro_y'
  gyro_z <- 'sensor_gyro_z'
  quat_w <- 'sensor_quat_w'
  quat_x <- 'sensor_quat_x'
  quat_y <- 'sensor_quat_y'
  quat_z <- 'sensor_quat_z'
time_s,altitude_m,velocity_mps,apogee_prediction_m,status,horizontal_velocity_mps
102.799,223.153,-0.860701,0,ground,314.622
102.809,223.155,-0.859478,0,ground,314.656
102.819,223.156,-0.859124,0,ground,314.69
102.829,223.161,-0.855534,0,ground,314.724
102.839,223.161,-0.855402,0,ground,314.757
102.85,223.163,-0.854489,0,ground,314.793
102.861,223.165,-0.853157,0,ground,314.828
102.871,223.167,-0.851424,0,ground,314.863
102.884,223.168,-0.850886,0,ground,314.906
102.895,223.168,-0.850826,0,ground,314.941
102.905,223.169,-0.850778,0,ground,314.975
102.916,223.171,-0.849561,0,ground,315.01
102.927,223.172,-0.848858,0,ground,315.046
102.938,223.171,-0.849495,0,ground,315.085
102.949,223.173,-0.848606,0,ground,315.121
102.96,223.174,-0.84751,0,ground,315.155
102.97,223.176,-0.846488,0,ground,315.19
102.98,223.177,-0.846211,0,ground,315.223
102.991,223.179,-0.845005,0,ground,315.26
103.002,223.181,-0.843629,0,ground,315.295
103.012,223.182,-0.843633,0,ground,315.329
103.022,223.182,-0.843698,0,ground,315.363
103.033,223.182,-0.843518,0,ground,315.4
103.043,223.184,-0.84267,0,ground,315.433
103.054,223.185,-0.841783,0,ground,315.469
103.064,223.187,-0.8409,0,ground,315.502
103.075,223.188,-0.840622,0,ground,315.539
103.086,223.189,-0.840281,0,ground,315.573
103.096,223.191,-0.839618,0,ground,315.607
103.107,223.192,-0.834422,0,ground,315.625
103.127,223.185,-0.839204,0,ground,315.688
103.137,223.185,-0.833605,0,ground,315.703
103.158,223.178,-0.838605,0,ground,315.768
103.169,223.179,-0.838266,0,ground,315.805
103.18,223.18,-0.83281,0,ground,315.822
103.201,223.172,-0.838705,0,ground,315.889
103.212,223.173,-0.838151,0,ground,315.924
103.222,223.176,-0.836083,0,ground,315.958
103.234,223.175,-0.837772,0,ground,315.997
103.244,223.176,-0.837467,0,ground,316.031
103.255,223.176,-0.837666,0,ground,316.067
103.265,223.176,-0.837573,0,ground,316.1
103.276,223.177,-0.837326,0,ground,316.137
103.288,223.176,-0.838461,0,ground,316.176
103.298,223.177,-0.838033,0,ground,316.21
103.309,223.179,-0.837415,0,ground,316.245
103.329,223.171,-0.84224,0,ground,316.313
103.34,223.174,-0.840287,0,ground,316.35
103.351,223.176,-0.839481,0,ground,316.384
103.371,223.169,-0.844883,0,ground,316.453
103.382,223.17,-0.844477,0,ground,316.49
103.393,223.171,-0.84398,0,ground,316.525
103.413,223.165,-0.848634,0,ground,316.592
103.434,223.158,-0.854163,0,ground,316.662
103.445,223.161,-0.851538,0,ground,316.698
103.455,223.164,-0.849392,0,ground,316.732
103.465,223.165,-0.84854,0,ground,316.765
103.476,223.167,-0.847188,0,ground,316.799
103.518,223.142,-0.866547,0,ground,316.938
103.528,223.143,-0.865126,0,ground,316.971
103.539,223.145,-0.863277,0,ground,317.008
103.549,223.148,-0.86149,0,ground,317.041
103.559,223.15,-0.855546,0,ground,317.057
103.59,223.135,-0.865192,0,ground,317.152
103.6,223.138,-0.863778,0,ground,317.189
103.611,223.139,-0.862508,0,ground,317.223
103.621,223.141,-0.861317,0,ground,317.258
103.631,223.146,-0.858122,0,ground,317.292
103.642,223.148,-0.856486,0,ground,317.328
103.653,223.151,-0.854783,0,ground,317.363
103.663,223.153,-0.853088,0,ground,317.397
103.673,223.155,-0.852148,0,ground,317.431
103.684,223.157,-0.850214,0,ground,317.468
103.705,223.149,-0.856049,0,ground,317.536
103.715,223.151,-0.85494,0,ground,317.571
103.726,223.151,-0.85458,0,ground,317.604
103.736,223.154,-0.852892,0,ground,317.638
103.746,223.157,-0.850427,0,ground,317.671
103.756,223.16,-0.849011,0,ground,317.704
103.767,223.162,-0.847754,0,ground,317.741
103.778,223.163,-0.847358,0,ground,317.777
103.788,223.166,-0.845448,0,ground,317.81
103.798,223.167,-0.840695,0,ground,317.827
103.819,223.159,-0.846115,0,ground,317.892
103.829,223.162,-0.843962,0,ground,317.926
103.85,223.154,-0.84987,0,ground,317.996
103.861,223.155,-0.849434,0,ground,318.032
103.871,223.158,-0.847096,0,ground,318.068
103.893,223.152,-0.851844,0,ground,318.138
103.926,223.134,-0.864835,0,ground,318.248
103.937,223.135,-0.863618,0,ground,318.283
103.947,223.137,-0.86245,0,ground,318.317
103.957,223.141,-0.859537,0,ground,318.352
103.967,223.144,-0.852949,0,ground,318.367
103.989,223.138,-0.856756,0,ground,318.436
103.999,223.142,-0.853451,0,ground,318.471
104.009,223.147,-0.850081,0,ground,318.504
104.02,223.15,-0.848242,0,ground,318.538
104.03,223.151,-0.847566,0,ground,318.574
104.041,223.154,-0.845665,0,ground,318.61
104.051,223.158,-0.842991,0,ground,318.643
104.062,223.159,-0.838022,0,ground,318.662
104.093,223.144,-0.848172,0,ground,318.757
104.104,223.146,-0.846795,0,ground,318.794
104.114,223.148,-0.845946,0,ground,318.828
104.125,223.15,-0.844181,0,ground,318.863
104.135,223.151,-0.843114,0,ground,318.898
104.146,223.154,-0.836624,0,ground,318.915
104.167,223.149,-0.840024,0,ground,318.98
104.177,223.15,-0.839743,0,ground,319.015
104.188,223.151,-0.83897,0,ground,319.052
104.2,223.152,-0.838593,0,ground,319.093
104.221,223.146,-0.842606,0,ground,319.161
104.231,223.149,-0.840673,0,ground,319.194
104.241,223.152,-0.839032,0,ground,319.228
104.252,223.155,-0.836284,0,ground,319.264
104.262,223.159,-0.834082,0,ground,319.297
104.273,223.159,-0.833963,0,ground,319.334
104.283,223.163,-0.831415,0,ground,319.367
104.294,223.167,-0.829137,0,ground,319.403
104.304,223.17,-0.827288,0,ground,319.438
104.315,223.171,-0.822065,0,ground,319.457
104.336,223.163,-0.82746,0,ground,319.52
104.346,223.165,-0.826008,0,ground,319.555
104.356,223.169,-0.823095,0,ground,319.589
104.366,223.174,-0.820062,0,ground,319.622
104.377,223.178,-0.817372,0,ground,319.656
104.387,223.18,-0.815865,0,ground,319.69
104.397,223.183,-0.8138,0,ground,319.723
104.407,223.186,-0.81228,0,ground,319.756
104.417,223.188,-0.811251,0,ground,319.789
104.427,223.19,-0.809979,0,ground,319.823
104.438,223.191,-0.804798,0,ground,319.842
104.459,223.186,-0.809144,0,ground,319.907
104.469,223.186,-0.809856,0,ground,319.941
104.49,223.179,-0.815003,0,ground,320.012
104.5,223.181,-0.813672,0,ground,320.047
104.511,223.183,-0.812734,0,ground,320.08
104.521,223.185,-0.81216,0,ground,320.114
104.531,223.186,-0.806613,0,ground,320.131
104.553,223.18,-0.811581,0,ground,320.198
104.563,223.179,-0.812666,0,ground,320.233
104.573,223.184,-0.809759,0,ground,320.267
104.583,223.185,-0.808865,0,ground,320.301
104.594,223.188,-0.807655,0,ground,320.337
104.604,223.19,-0.806375,0,ground,320.37
104.615,223.19,-0.807067,0,ground,320.407
104.626,223.193,-0.805274,0,ground,320.443
104.636,223.197,-0.803025,0,ground,320.476
104.646,223.202,-0.795873,0,ground,320.492
104.667,223.197,-0.791644,0,ground,320.529
104.688,223.189,-0.797916,0,ground,320.598
104.699,223.19,-0.797714,0,ground,320.634
104.709,223.192,-0.792338,0,ground,320.648
104.719,223.193,-0.792756,0,ground,320.684
104.73,223.194,-0.792161,0,ground,320.721
104.741,223.196,-0.791682,0,ground,320.757
104.752,223.2,-0.789632,0,ground,320.792
104.762,223.202,-0.788976,0,ground,320.827
104.773,223.205,-0.787367,0,ground,320.86
104.783,223.206,-0.786451,0,ground,320.895
104.794,223.206,-0.787313,0,ground,320.931
104.805,223.209,-0.7819,0,ground,320.948
104.826,223.202,-0.786975,0,ground,321.015
104.837,223.205,-0.78562,0,ground,321.052
104.849,223.207,-0.785128,0,ground,321.092
104.859,223.209,-0.784329,0,ground,321.127
104.88,223.202,-0.790305,0,ground,321.195
104.901,223.197,-0.795588,0,ground,321.266
104.913,223.198,-0.790399,0,ground,321.28
104.934,223.192,-0.795307,0,ground,321.346
104.944,223.195,-0.793825,0,ground,321.381
104.954,223.198,-0.791998,0,ground,321.415
104.964,223.202,-0.789515,0,ground,321.448
104.974,223.207,-0.786964,0,ground,321.482
104.984,223.21,-0.785056,0,ground,321.515
104.995,223.211,-0.78506,0,ground,321.552
105.006,223.212,-0.785017,0,ground,321.587
105.016,223.214,-0.784288,0,ground,321.621
105.027,223.215,-0.784294,0,ground,321.657
105.038,223.217,-0.783633,0,ground,321.693
105.048,223.217,-0.784242,0,ground,321.728
105.059,223.22,-0.783307,0,ground,321.763
105.079,223.213,-0.789454,0,ground,321.83
105.09,223.215,-0.788362,0,ground,321.866
105.1,223.218,-0.786795,0,ground,321.899
105.11,223.22,-0.786065,0,ground,321.933
105.121,223.223,-0.784301,0,ground,321.967
105.131,223.226,-0.783139,0,ground,322.001
105.142,223.228,-0.782246,0,ground,322.037
105.153,223.229,-0.782268,0,ground,322.073
105.163,223.233,-0.780129,0,ground,322.108
105.174,223.237,-0.777895,0,ground,322.142
105.184,223.24,-0.775948,0,ground,322.176
105.195,223.243,-0.770522,0,ground,322.194
105.215,223.237,-0.77595,0,ground,322.258
105.226,223.239,-0.775774,0,ground,322.293
105.236,223.241,-0.774716,0,ground,322.328
105.246,223.244,-0.773323,0,ground,322.361
105.258,223.243,-0.775434,0,ground,322.401
105.268,223.246,-0.773911,0,ground,322.434
105.278,223.246,-0.774411,0,ground,322.468
105.298,223.24,-0.779974,0,ground,322.535
105.309,223.241,-0.780696,0,ground,322.571
105.32,223.242,-0.780725,0,ground,322.607
105.33,223.243,-0.780201,0,ground,322.64
105.34,223.246,-0.77401,0,ground,322.657
105.361,223.24,-0.771147,0,ground,322.693
105.382,223.235,-0.767758,0,ground,322.729
105.403,223.227,-0.7742,0,ground,322.798
105.413,223.23,-0.77281,0,ground,322.834
105.424,223.232,-0.771976,0,ground,322.867
105.434,223.233,-0.772307,0,ground,322.901
105.444,223.234,-0.767661,0,ground,322.919
105.465,223.228,-0.772995,0,ground,322.984
105.476,223.229,-0.773107,0,ground,323.02
105.497,223.223,-0.778336,0,ground,323.09
105.508,223.224,-0.778332,0,ground,323.126
105.518,223.228,-0.775931,0,ground,323.159
105.528,223.231,-0.774643,0,ground,323.193
105.538,223.233,-0.774026,0,ground,323.227
105.549,223.233,-0.774929,0,ground,323.263
105.56,223.235,-0.774756,0,ground,323.298
105.57,223.236,-0.774521,0,ground,323.332
105.6,223.223,-0.774212,0,ground,323.396
105.622,223.215,-0.781662,0,ground,323.467
105.632,223.219,-0.779803,0,ground,323.502
105.643,223.221,-0.779345,0,ground,323.539
105.653,223.224,-0.77318,0,ground,323.555
105.674,223.219,-0.777436,0,ground,323.621
105.685,223.221,-0.776991,0,ground,323.658
105.696,223.223,-0.776493,0,ground,323.693
105.707,223.225,-0.775365,0,ground,323.729
105.717,223.227,-0.774789,0,ground,323.764
105.727,223.23,-0.773222,0,ground,323.797
105.738,223.233,-0.771886,0,ground,323.832
105.749,223.234,-0.77217,0,ground,323.868
105.759,223.234,-0.772496,0,ground,323.904
105.77,223.235,-0.772498,0,ground,323.938
105.78,223.239,-0.771197,0,ground,323.971
105.79,223.239,-0.771855,0,ground,324.006
105.811,223.231,-0.778952,0,ground,324.076
105.822,223.232,-0.778642,0,ground,324.11
105.832,223.236,-0.776907,0,ground,324.144
105.842,223.237,-0.776789,0,ground,324.177
105.852,223.238,-0.777087,0,ground,324.21
105.862,223.239,-0.77696,0,ground,324.243
105.872,223.239,-0.777569,0,ground,324.277
105.882,223.238,-0.778731,0,ground,324.31
105.892,223.241,-0.778152,0,ground,324.344
105.908,223.238,-0.781702,0,ground,324.394
105.918,223.238,-0.781994,0,ground,324.43
105.929,223.239,-0.781652,0,ground,324.464
105.939,223.241,-0.781551,0,ground,324.499
105.95,223.242,-0.781238,0,ground,324.535
105.961,223.244,-0.780861,0,ground,324.57
105.971,223.244,-0.780901,0,ground,324.604
105.981,223.246,-0.780258,0,ground,324.637
105.991,223.247,-0.780009,0,ground,324.672
106.002,223.248,-0.780106,0,ground,324.708
106.013,223.25,-0.779955,0,ground,324.743
106.023,223.25,-0.780389,0,ground,324.777
106.033,223.252,-0.77991,0,ground,324.81
106.043,223.254,-0.779253,0,ground,324.844
106.053,223.254,-0.779395,0,ground,324.877
106.063,223.257,-0.778385,0,ground,324.91
106.075,223.257,-0.779111,0,ground,324.95
106.086,223.257,-0.77941,0,ground,324.986
106.096,223.258,-0.779894,0,ground,325.02
106.107,223.258,-0.780765,0,ground,325.053
106.117,223.259,-0.776267,0,ground,325.071
106.128,223.261,-0.775521,0,ground,325.106
106.138,223.261,-0.776294,0,ground,325.139
106.149,223.26,-0.777912,0,ground,325.176
106.159,223.262,-0.777467,0,ground,325.209
106.169,223.262,-0.778231,0,ground,325.243
106.189,223.256,-0.775571,0,ground,325.283
106.21,223.249,-0.781478,0,ground,325.351
106.221,223.249,-0.782296,0,ground,325.386
106.231,223.25,-0.777767,0,ground,325.401
106.257,223.239,-0.78721,0,ground,325.481
106.267,223.239,-0.787443,0,ground,325.516
106.277,223.241,-0.787031,0,ground,325.55
106.288,223.243,-0.786467,0,ground,325.585
106.299,223.243,-0.782536,0,ground,325.603
106.321,223.235,-0.789061,0,ground,325.672
106.332,223.237,-0.783332,0,ground,325.686
106.353,223.229,-0.789912,0,ground,325.752
106.363,223.229,-0.785037,0,ground,325.766
106.394,223.216,-0.796243,0,ground,325.86
106.416,223.211,-0.800929,0,ground,325.932
106.426,223.213,-0.794564,0,ground,325.942
106.446,223.207,-0.799844,0,ground,326.008
106.456,223.21,-0.798397,0,ground,326.043
106.467,223.211,-0.798442,0,ground,326.076
106.477,223.212,-0.79758,0,ground,326.113
106.488,223.215,-0.795947,0,ground,326.148
106.499,223.216,-0.795795,0,ground,326.184
106.509,223.218,-0.795216,0,ground,326.218
106.519,223.22,-0.794704,0,ground,326.251
106.53,223.224,-0.792301,0,ground,326.285
106.54,223.225,-0.787681,0,ground,326.302
106.562,223.219,-0.792236,0,ground,326.369
106.582,223.216,-0.796143,0,ground,326.436
106.592,223.218,-0.795221,0,ground,326.47
106.613,223.213,-0.799602,0,ground,326.539
106.623,223.213,-0.800026,0,ground,326.574
106.634,223.216,-0.79894,0,ground,326.608
106.644,223.217,-0.798561,0,ground,326.642
106.655,223.22,-0.797233,0,ground,326.677
106.665,223.222,-0.796171,0,ground,326.713
106.686,223.215,-0.802914,0,ground,326.782
106.696,223.219,-0.799776,0,ground,326.815
106.706,223.223,-0.797429,0,ground,326.849
106.717,223.224,-0.797501,0,ground,326.884
106.728,223.226,-0.796349,0,ground,326.92
106.738,223.228,-0.79599,0,ground,326.954
106.748,223.229,-0.795695,0,ground,326.988
106.758,223.231,-0.79532,0,ground,327.022
106.769,223.23,-0.796463,0,ground,327.058
106.779,223.234,-0.794613,0,ground,327.091
106.79,223.235,-0.794292,0,ground,327.127
106.8,223.237,-0.793251,0,ground,327.16
106.811,223.238,-0.793714,0,ground,327.196
106.822,223.238,-0.79391,0,ground,327.232
106.832,223.239,-0.79372,0,ground,327.266
106.843,223.242,-0.79279,0,ground,327.301
106.854,223.242,-0.788249,0,ground,327.319
106.875,223.234,-0.794591,0,ground,327.386
106.886,223.236,-0.794558,0,ground,327.423
106.918,223.22,-0.808092,0,ground,327.525
106.928,223.224,-0.805417,0,ground,327.559
106.951,223.217,-0.811616,0,ground,327.636
106.962,223.22,-0.810029,0,ground,327.672
106.972,223.223,-0.808445,0,ground,327.707
106.983,223.225,-0.80771,0,ground,327.742
106.994,223.227,-0.806874,0,ground,327.779
107.014,223.221,-0.81164,0,ground,327.847
107.025,223.224,-0.810726,0,ground,327.88
107.035,223.226,-0.804691,0,ground,327.895
107.055,223.221,-0.809812,0,ground,327.958
107.065,223.223,-0.808638,0,ground,327.993
107.076,223.224,-0.80853,0,ground,328.029
107.087,223.226,-0.808051,0,ground,328.064
107.097,223.227,-0.807393,0,ground,328.099
107.108,223.227,-0.808322,0,ground,328.135
107.119,223.228,-0.80836,0,ground,328.17
107.129,223.229,-0.80797,0,ground,328.204
107.139,223.231,-0.807145,0,ground,328.238
107.149,223.232,-0.80714,0,ground,328.272
107.16,223.234,-0.805854,0,ground,328.308
107.171,223.238,-0.803712,0,ground,328.343
107.181,223.237,-0.804822,0,ground,328.377
107.191,223.24,-0.802538,0,ground,328.41
107.201,223.241,-0.802597,0,ground,328.444
107.212,223.24,-0.798232,0,ground,328.463
107.234,223.232,-0.804278,0,ground,328.528
107.245,223.234,-0.80365,0,ground,328.566
107.256,223.236,-0.797779,0,ground,328.583
107.277,223.23,-0.803155,0,ground,328.65
107.288,223.23,-0.803467,0,ground,328.687
107.298,223.231,-0.803366,0,ground,328.722
107.309,223.233,-0.802439,0,ground,328.759
107.32,223.234,-0.802136,0,ground,328.794
107.33,223.235,-0.801739,0,ground,328.828
107.351,223.229,-0.806956,0,ground,328.895
107.361,223.231,-0.805865,0,ground,328.928
107.371,223.232,-0.805186,0,ground,328.962
107.381,223.235,-0.803887,0,ground,328.995
107.391,223.235,-0.803868,0,ground,329.028
107.401,223.236,-0.803695,0,ground,329.062
107.412,223.237,-0.803941,0,ground,329.099
107.423,223.237,-0.804062,0,ground,329.133
107.433,223.238,-0.804199,0,ground,329.167
107.443,223.241,-0.801927,0,ground,329.201
107.453,223.244,-0.800818,0,ground,329.234
107.463,223.247,-0.799083,0,ground,329.267
107.484,223.24,-0.804596,0,ground,329.337
107.495,223.242,-0.803837,0,ground,329.374
107.53,223.221,-0.819648,0,ground,329.488
107.54,223.224,-0.818357,0,ground,329.522
107.55,223.227,-0.816727,0,ground,329.556
107.561,223.227,-0.816764,0,ground,329.592
107.572,223.228,-0.816796,0,ground,329.628
107.582,223.23,-0.815423,0,ground,329.662
107.592,223.233,-0.809351,0,ground,329.678
107.614,223.224,-0.815705,0,ground,329.745
107.624,223.227,-0.814442,0,ground,329.78
107.645,223.221,-0.819909,0,ground,329.849
107.655,223.222,-0.819341,0,ground,329.883
107.666,223.225,-0.817205,0,ground,329.919
107.677,223.226,-0.817062,0,ground,329.954
107.688,223.228,-0.816474,0,ground,329.99
107.698,223.23,-0.815528,0,ground,330.023
107.718,223.224,-0.820132,0,ground,330.09
107.728,223.225,-0.820004,0,ground,330.124
107.738,223.228,-0.818302,0,ground,330.158
107.749,223.228,-0.818694,0,ground,330.192
107.759,223.228,-0.819734,0,ground,330.228
107.77,223.229,-0.819231,0,ground,330.263
107.78,223.232,-0.817664,0,ground,330.296
107.79,223.234,-0.815991,0,ground,330.329
107.8,223.236,-0.815556,0,ground,330.363
107.821,223.229,-0.813367,0,ground,330.405
107.832,223.23,-0.813699,0,ground,330.443
107.842,223.233,-0.807833,0,ground,330.458
107.864,223.226,-0.804957,0,ground,330.496
107.884,223.22,-0.810416,0,ground,330.562
107.895,223.222,-0.809022,0,ground,330.601
107.906,223.222,-0.80912,0,ground,330.637
107.917,223.222,-0.810218,0,ground,330.673
107.927,223.223,-0.810001,0,ground,330.707
107.938,223.224,-0.809205,0,ground,330.743
107.949,223.225,-0.809186,0,ground,330.778
107.97,223.219,-0.81488,0,ground,330.848
107.981,223.218,-0.810411,0,ground,330.862
108.002,223.212,-0.815172,0,ground,330.929
108.012,223.215,-0.81366,0,ground,330.965
108.023,223.218,-0.812171,0,ground,330.999
108.033,223.221,-0.810533,0,ground,331.035
108.043,223.222,-0.809708,0,ground,331.069
108.054,223.225,-0.808,0,ground,331.103
108.065,223.227,-0.806965,0,ground,331.139
108.075,223.227,-0.807451,0,ground,331.174
108.085,223.229,-0.806474,0,ground,331.208
108.106,223.222,-0.812586,0,ground,331.276
108.116,223.225,-0.810726,0,ground,331.309
108.126,223.226,-0.805468,0,ground,331.324
108.147,223.221,-0.809408,0,ground,331.39
108.158,223.222,-0.809067,0,ground,331.426
108.168,223.225,-0.807326,0,ground,331.46
108.178,223.229,-0.804851,0,ground,331.494
108.188,223.232,-0.803379,0,ground,331.527
108.209,223.224,-0.810686,0,ground,331.596
108.219,223.225,-0.810005,0,ground,331.63
108.23,223.226,-0.810158,0,ground,331.666
108.241,223.229,-0.808525,0,ground,331.701
108.251,223.229,-0.808925,0,ground,331.735
108.261,223.23,-0.808734,0,ground,331.769
108.272,223.229,-0.809819,0,ground,331.805
108.283,223.23,-0.809939,0,ground,331.841
108.293,223.231,-0.809518,0,ground,331.875
108.306,223.231,-0.810515,0,ground,331.915
108.317,223.231,-0.811016,0,ground,331.952
108.327,223.232,-0.810743,0,ground,331.987
108.338,223.233,-0.810329,0,ground,332.021
108.348,223.234,-0.810107,0,ground,332.055
108.358,223.234,-0.810159,0,ground,332.089
108.369,223.233,-0.811125,0,ground,332.125
108.39,223.224,-0.818635,0,ground,332.194
108.401,223.225,-0.818827,0,ground,332.23
108.411,223.226,-0.817738,0,ground,332.264
108.421,223.225,-0.814472,0,ground,332.281
108.443,223.218,-0.81972,0,ground,332.347
108.453,223.221,-0.81814,0,ground,332.383
108.463,223.222,-0.817514,0,ground,332.416
108.474,223.224,-0.816167,0,ground,332.45
108.484,223.226,-0.815584,0,ground,332.486
108.495,223.229,-0.814425,0,ground,332.521
108.505,223.229,-0.814903,0,ground,332.555
108.516,223.23,-0.81412,0,ground,332.59
108.527,223.232,-0.81301,0,ground,332.626
108.537,223.234,-0.812219,0,ground,332.661
108.547,223.233,-0.813121,0,ground,332.694
108.557,223.236,-0.811226,0,ground,332.728
108.567,223.235,-0.812062,0,ground,332.762
108.578,223.237,-0.811042,0,ground,332.798
108.589,223.239,-0.810573,0,ground,332.833
108.601,223.239,-0.810933,0,ground,332.874
108.611,223.24,-0.810722,0,ground,332.907
108.622,223.238,-0.812449,0,ground,332.943
108.632,223.24,-0.811502,0,ground,332.977
108.643,223.241,-0.811226,0,ground,333.013
108.665,223.235,-0.815627,0,ground,333.086
108.676,223.236,-0.815546,0,ground,333.12
108.686,223.237,-0.815513,0,ground,333.154
108.696,223.239,-0.814548,0,ground,333.188
108.707,223.239,-0.814802,0,ground,333.222
108.717,223.24,-0.814967,0,ground,333.258
108.728,223.239,-0.81572,0,ground,333.293
108.738,223.242,-0.81438,0,ground,333.328
108.749,223.242,-0.8107,0,ground,333.344
108.771,223.233,-0.817123,0,ground,333.414
108.782,223.235,-0.816533,0,ground,333.451
108.792,223.234,-0.817169,0,ground,333.486
108.802,223.235,-0.817188,0,ground,333.519
108.813,223.236,-0.816617,0,ground,333.554
108.824,223.237,-0.815995,0,ground,333.59
108.835,223.238,-0.816062,0,ground,333.626
108.846,223.238,-0.816425,0,ground,333.662
108.856,223.238,-0.816897,0,ground,333.696
108.867,223.238,-0.8171,0,ground,333.732
108.877,223.24,-0.816634,0,ground,333.766
108.89,223.239,-0.817955,0,ground,333.808
108.901,223.238,-0.818813,0,ground,333.845
108.911,223.238,-0.819331,0,ground,333.88
108.922,223.237,-0.820243,0,ground,333.914
108.943,223.229,-0.827021,0,ground,333.984
108.953,223.229,-0.822151,0,ground,333.997
108.974,223.222,-0.828364,0,ground,334.063
108.985,223.223,-0.828409,0,ground,334.1
108.995,223.224,-0.827891,0,ground,334.134
109.006,223.226,-0.826669,0,ground,334.169
109.016,223.227,-0.826297,0,ground,334.203
109.027,223.227,-0.82649,0,ground,334.238
109.037,223.227,-0.822724,0,ground,334.256
109.059,223.219,-0.828346,0,ground,334.323
109.07,223.221,-0.827742,0,ground,334.36
109.081,223.22,-0.828763,0,ground,334.396
109.091,223.221,-0.829102,0,ground,334.43
109.101,223.222,-0.829004,0,ground,334.464
109.122,223.215,-0.825814,0,ground,334.505
109.143,223.207,-0.832253,0,ground,334.573
109.153,223.209,-0.831434,0,ground,334.609
109.164,223.213,-0.829084,0,ground,334.642
109.175,223.212,-0.829825,0,ground,334.681
109.186,223.214,-0.82898,0,ground,334.718
109.196,223.217,-0.827047,0,ground,334.751
109.206,223.219,-0.826103,0,ground,334.784
109.216,223.22,-0.8258,0,ground,334.817
109.227,223.22,-0.826424,0,ground,334.854
109.237,223.222,-0.825049,0,ground,334.887
109.248,223.224,-0.824422,0,ground,334.922
109.258,223.224,-0.824811,0,ground,334.956
109.268,223.226,-0.823473,0,ground,334.99
109.279,223.227,-0.823477,0,ground,335.025
109.29,223.227,-0.819288,0,ground,335.044
109.311,223.218,-0.825767,0,ground,335.11
109.322,223.22,-0.824966,0,ground,335.146
109.333,223.22,-0.824857,0,ground,335.181
109.343,223.221,-0.825031,0,ground,335.215
109.365,223.213,-0.823092,0,ground,335.258
109.375,223.213,-0.824391,0,ground,335.294
109.385,223.214,-0.824207,0,ground,335.328
109.395,223.214,-0.820023,0,ground,335.344
109.416,223.208,-0.825483,0,ground,335.41
109.427,223.208,-0.826264,0,ground,335.446
109.437,223.21,-0.82566,0,ground,335.48
109.447,223.212,-0.8242,0,ground,335.514
109.457,223.215,-0.822701,0,ground,335.547
109.467,223.216,-0.818059,0,ground,335.564
109.499,223.2,-0.817171,0,ground,335.623
109.521,223.193,-0.824146,0,ground,335.696
109.532,223.195,-0.823119,0,ground,335.735
109.542,223.198,-0.821796,0,ground,335.768
109.552,223.199,-0.820925,0,ground,335.802
109.563,223.201,-0.819578,0,ground,335.836
109.578,223.198,-0.822428,0,ground,335.887
109.588,223.201,-0.82007,0,ground,335.921
109.599,223.203,-0.819742,0,ground,335.957
109.609,223.207,-0.816922,0,ground,335.991
109.619,223.209,-0.816021,0,ground,336.024
109.632,223.21,-0.815351,0,ground,336.067
109.642,223.211,-0.815616,0,ground,336.101
109.653,223.212,-0.815481,0,ground,336.136
109.663,223.213,-0.81002,0,ground,336.153
109.685,223.206,-0.815633,0,ground,336.219
109.695,223.207,-0.815173,0,ground,336.254
109.705,223.209,-0.814276,0,ground,336.288
109.716,223.212,-0.812583,0,ground,336.323
109.727,223.212,-0.812667,0,ground,336.359
109.737,223.215,-0.81088,0,ground,336.394
109.747,223.217,-0.809886,0,ground,336.428
109.757,223.221,-0.808084,0,ground,336.461
109.768,223.221,-0.808769,0,ground,336.496
109.779,223.221,-0.809156,0,ground,336.532
109.789,223.221,-0.809744,0,ground,336.567
109.8,223.221,-0.809964,0,ground,336.601
109.811,223.222,-0.810144,0,ground,336.637
109.822,223.224,-0.809353,0,ground,336.674
109.832,223.224,-0.810165,0,ground,336.709
109.843,223.223,-0.811654,0,ground,336.744
109.853,223.224,-0.81144,0,ground,336.777
109.863,223.225,-0.810905,0,ground,336.81
109.873,223.224,-0.811894,0,ground,336.844
109.883,223.227,-0.810567,0,ground,336.878
109.894,223.227,-0.81073,0,ground,336.912
109.904,223.226,-0.812471,0,ground,336.948
109.92,223.223,-0.808622,0,ground,336.978
109.942,223.215,-0.815291,0,ground,337.046
109.952,223.218,-0.814438,0,ground,337.08
109.962,223.219,-0.814085,0,ground,337.114
109.975,223.218,-0.81511,0,ground,337.156
110.006,223.202,-0.826802,0,ground,337.262
110.017,223.202,-0.827106,0,ground,337.298
110.028,223.204,-0.826123,0,ground,337.334
110.039,223.206,-0.825414,0,ground,337.369
110.049,223.207,-0.824614,0,ground,337.403
110.06,223.209,-0.819416,0,ground,337.42
110.08,223.201,-0.82504,0,ground,337.484
110.09,223.204,-0.82382,0,ground,337.518
110.101,223.202,-0.825827,0,ground,337.554
