angle of actuation,angle of attack,mach number,axial force,normal force
0.0,5.0,0.125,13.41431869199391,72.36664464772372

0.0,5.0,0.15,17.01784859934322,83.81994330714264

0.0,5.0,0.175,16.36068607935725,90.21896366636572

0.0,5.0,0.2,13.49988279522987,86.28766588864427

0.0,5.0,0.225,35.25848050592886,83.55016683111037

0.0,5.0,0.25,43.17385097985535,103.1954240286198

0.0,5.0,0.275,51.85907699815898,124.9378799459674

0.0,5.0,0.3,61.30890116938122,148.7375228984354

0.0,5.0,0.325,71.4249824442201,174.4214374157688

0.0,5.0,0.35,82.46162526383023,202.6817945591271

0.0,5.0,0.375,94.27710927827377,233.2963350085771

0.0,5.0,0.4,106.774506851025,265.5349875277617

0.0,5.0,0.425,120.1767803191564,300.7792684439094

0.0,5.0,0.45,134.2588397113926,337.9562224384783

0.0,5.0,0.475,149.173336634137,377.5138329202653

0.0,5.0,0.5,164.8554346508431,419.5584811670707

0.0,5.0,0.525,181.4186501059114,464.4898453956033

0.0,5.0,0.55,198.8655374154946,511.4440534183698

0.0,5.0,0.575,217.1964951860275,561.3374620982906

0.0,5.0,0.6,236.545843423991,614.3206956257816

0.0,5.0,0.625,256.8115629839648,670.0052320558713

0.0,5.0,0.65,278.1440556397616,728.4578788778367

0.0,5.0,0.675,300.5755120208988,790.5626570275654

0.0,5.0,0.7,324.2485245313936,856.5303199796658

0.0,6.25,0.025,0,0

0.0,6.25,0.05,0,0

0.0,6.25,0.075,5.051119377393359,13.83033636678897

0.0,6.25,0.1,11.549170725784752,38.531860839008175

0.0,6.25,0.125,17.22367295255776,61.93401504659272

0.0,6.25,0.15,21.453955679504414,83.35914605683939

0.0,6.25,0.175,21.918949558996943,101.43412218292644

0.0,6.25,0.2,16.3525498710179,111.70856734755887

0.0,6.25,0.225,34.99640714946154,107.8636907862203

0.0,6.25,0.25,42.79539878590266,133.0038871403285

0.0,6.25,0.275,51.3766922714624,160.7494789849238

0.0,6.25,0.3,60.72759550632716,191.4499334344676

0.0,6.25,0.325,70.82677880988142,224.843093922704

0.0,6.25,0.35,81.70500235686384,261.1097634537737

0.0,6.25,0.375,93.42532044797885,300.5520343483124

0.0,6.25,0.4,105.8586145640497,342.4189302743622

0.0,6.25,0.425,119.1192264235942,387.550829387599

0.0,6.25,0.45,133.1178348374829,435.6028697203948

0.0,6.25,0.475,147.9165661897658,486.9379905967563

0.0,6.25,0.5,163.5093985839929,541.1330586948055

0.0,6.25,0.525,179.8903371846354,598.5294216494879

0.0,6.25,0.55,197.1666967279613,659.2841176904369

0.0,6.25,0.575,215.5571309819554,724.296587150023

0.0,6.25,0.6,234.69018652909,792.1103730726081

0.0,6.25,0.625,254.7793953220277,864.1372384336585

0.0,6.25,0.65,275.9621367886836,939.864887192431

0.0,6.25,0.675,298.237645889396,1020.159912951732

0.0,6.25,0.7,321.7365752275254,1103.828446404835

0.0,7.5,0.025,0,0

0.0,7.5,0.05,0,0

0.0,7.5,0.075,0,7.171161233423959

0.0,7.5,0.1,0.06841663344905007,40.310396143566834

0.0,7.5,0.125,8.248917367364127,71.5866031551148

0.0,7.5,0.15,15.794455006091138,100.10590093780155

0.0,7.5,0.175,21.883983534948364,124.08483913028567

0.0,7.5,0.2,25.45206584726027,137.8401648454258

0.0,7.5,0.225,34.7715929895335,133.1981710287521

0.0,7.5,0.25,42.46752403824965,163.8762033356916

0.0,7.5,0.275,50.99153154603498,198.3581416630615

0.0,7.5,0.3,60.28170738235192,236.6107355386716

0.0,7.5,0.325,70.29211207028676,277.8255072299692

0.0,7.5,0.35,81.09474608883727,322.7573057960417

0.0,7.5,0.375,92.69802542236329,370.9421482681427

0.0,7.5,0.4,105.0129107631612,422.5034226265486

0.0,7.5,0.425,118.2571000511239,478.5469600558183

0.0,7.5,0.45,132.1445527219166,537.6198502427255

0.0,7.5,0.475,146.8375125530387,600.6045027877095

0.0,7.5,0.5,162.3464341545484,667.7484331620001

0.0,7.5,0.525,178.7209751361744,738.5228323880808

0.0,7.5,0.55,196.0826608350007,814.0756282680258

0.0,7.5,0.575,214.1987495784786,893.0457098500087

0.0,7.5,0.6,233.2877094033978,976.8970023646109

0.0,7.5,0.625,253.3338827973055,1064.634944667888

0.0,7.5,0.65,274.4377343450427,1157.960728962691

0.0,7.5,0.675,296.6388210354177,1256.891996689339

0.0,7.5,0.7,320.0150930839606,1359.794126087073

0.0,8.75,0.025,0,0

0.0,8.75,0.05,0,0

0.0,8.75,0.075,0,0

0.0,8.75,0.1,0,0

0.0,8.75,0.125,0,0

0.0,8.75,0.15,9.573996960489293,17.722065793428158

0.0,8.75,0.175,18.92504321280269,67.0229277456782

0.0,8.75,0.2,27.46907683029729,114.74391225711071

0.0,8.75,0.225,34.49474114961013,158.9647573531979

0.0,8.75,0.25,42.21874540503017,196.2848757741409

0.0,8.75,0.275,50.69548329692953,237.6791951724468

0.0,8.75,0.3,59.91668054850683,283.0773404361012

0.0,8.75,0.325,69.86861876708136,332.4102421982774

0.0,8.75,0.35,80.61195099918135,385.9635559101962

0.0,8.75,0.375,92.1101827564588,443.9504913073345

0.0,8.75,0.4,104.3435091787217,505.606288882451

0.0,8.75,0.425,117.466022770195,572.3386810220494

0.0,8.75,0.45,131.2987827131941,643.1001337406966

0.0,8.75,0.475,146.0106233465491,718.9601206365551

0.0,8.75,0.5,161.4893758641348,798.7453926897107

0.0,8.75,0.525,177.9370701976119,883.9752292497469

0.0,8.75,0.55,195.1644924693767,972.8149096601519

0.0,8.75,0.575,213.2510780285813,1067.33817955854

0.0,8.75,0.6,232.2790452548182,1166.847670876012

0.0,8.75,0.625,252.2999720400115,1272.206361930468

0.0,8.75,0.65,273.4676529687135,1382.614943007248

0.0,8.75,0.675,295.7213592600781,1499.555879059143

0.0,8.75,0.7,319.2505273904254,1622.019325727026

0.0,10.0,0.025,0,0

0.0,10.0,0.05,0,0

0.0,10.0,0.075,0,0

0.0,10.0,0.1,0,0

0.0,10.0,0.125,0,0

0.0,10.0,0.15,7.815362065403004,25.18382767406183

0.0,10.0,0.175,17.717772992880626,80.96268601383076

0.0,10.0,0.2,26.75011847055351,135.13508028240062

0.0,10.0,0.225,34.18404119346861,185.6438716111964

0.0,10.0,0.25,41.78151115326753,228.867541245274

0.0,10.0,0.275,50.22736800761162,277.2429950540397

0.0,10.0,0.3,59.41326143161506,330.2396016870874

0.0,10.0,0.325,69.29915454587761,387.6960978839646

0.0,10.0,0.35,80.0140418218385,450.3042710330561

0.0,10.0,0.375,91.42481534645367,517.180366517518

0.0,10.0,0.4,103.5868263974263,589.0547485090838

0.0,10.0,0.425,116.6087282228235,666.5287225692982

0.0,10.0,0.45,130.4909600389112,749.1048044771222

0.0,10.0,0.475,145.0789948271715,836.3355495425388

0.0,10.0,0.5,160.509720872909,928.695535482188

0.0,10.0,0.525,176.8762428030332,1027.254120997861

0.0,10.0,0.55,194.175901889217,1130.918946957373

0.0,10.0,0.575,212.2331477996953,1240.440056820035

0.0,10.0,0.6,231.301884026348,1355.437424148602

0.0,10.0,0.625,251.3888337695494,1476.582531500651

0.0,10.0,0.65,272.5824388769272,1604.181664422733

0.0,10.0,0.675,294.7967205353937,1737.950285558325

0.0,10.0,0.7,318.3764671663478,1878.962740587937

5.0,0.0,0.025,0,0

5.0,0.0,0.05,0,0

5.0,0.0,0.075,0,0

5.0,0.0,0.1,4.619307809315177,0

5.0,0.0,0.125,11.37820719447351,0.0523554817041374

5.0,0.0,0.15,16.23480425341439,0.09679378716817877

5.0,0.0,0.175,21.92216098663423,0.1020534447256471

5.0,0.0,0.2,28.45460339151981,0.1784323462845974

5.0,0.0,0.225,35.80606792507717,0.2272130891006441

5.0,0.0,0.25,43.97533193564563,0.2328905990388668

5.0,0.0,0.275,52.97892979355544,0.3029981559163391

5.0,0.0,0.3,62.79726750046207,0.3918421984698623

5.0,0.0,0.325,73.41255979748843,0.5788903508326122

5.0,0.0,0.35,84.86878914597563,0.5970698047758614

5.0,0.0,0.375,97.11438372737051,0.6268495730769938

5.0,0.0,0.4,110.2483304353977,0.6816104971055106

5.0,0.0,0.425,124.1579114048476,0.7353332450938463

5.0,0.0,0.45,138.8986060148737,0.9505760435917647

5.0,0.0,0.475,154.3878955849616,1.079931069235183

5.0,0.0,0.5,170.7924539349651,1.342063185278725

5.0,0.0,0.525,188.1067728884439,1.493703501526072

5.0,0.0,0.55,206.2194490382095,1.263162307707184

5.0,0.0,0.575,225.3105876037649,1.423042951484849

5.0,0.0,0.6,245.2151786075515,1.730291659088373

5.0,0.0,0.625,266.1480826243338,1.495724278072132

5.0,0.0,0.65,287.9429220415741,2.440087771348871

5.0,0.0,0.675,310.9253209955184,2.211843754174708

5.0,0.0,0.7,335.0529827857449,1.925319866133307

5.0,1.25,0.025,0,4.934725428359798

5.0,1.25,0.05,0,8.163780816614008

5.0,1.25,0.075,2.0345762572475614,11.080697934281716

5.0,1.25,0.1,7.8482695750813205,13.54262399815957

5.0,1.25,0.125,11.65734042055799,15.211473599059989

5.0,1.25,0.15,11.927565886696625,15.377652657753092

5.0,1.25,0.175,20.2650261623351,14.626180923043458

5.0,1.25,0.2,28.60248643797358,14.3320745049318

5.0,1.25,0.225,35.98365771866145,18.12109926117035

5.0,1.25,0.25,44.1894909322353,22.42748365617358

5.0,1.25,0.275,53.20917506916359,27.19700577311116

5.0,1.25,0.3,63.06071902851964,32.44178524330017

5.0,1.25,0.325,73.70622559661945,38.5027020711665

5.0,1.25,0.35,85.19278447697931,44.36173943275669

5.0,1.25,0.375,97.50277079489626,51.17997886110739

5.0,1.25,0.4,110.6241826136457,58.12216176271188

5.0,1.25,0.425,124.6228455004698,65.82161651218713

5.0,1.25,0.45,139.38297708366,74.10965555339453

5.0,1.25,0.475,154.930977015733,82.8702740878228

5.0,1.25,0.5,171.3172632378112,92.59361066713474

5.0,1.25,0.525,188.6289970903719,102.1194105251052

5.0,1.25,0.55,206.7662618869819,112.5443683122977

5.0,1.25,0.575,225.7588216260307,123.8627631185214

5.0,1.25,0.6,245.7980184080004,135.5209032224321

5.0,1.25,0.625,266.6092030796533,146.9420483024276

5.0,1.25,0.65,288.499645030897,159.9427401929148

5.0,1.25,0.675,311.4750747876559,173.3967294054467

5.0,1.25,0.7,335.6974630083706,187.8532660061875

5.0,2.5,0.025,0,0

5.0,2.5,0.05,0,5.696946671914702

5.0,2.5,0.075,4.320665007013911,12.988323145651975

5.0,2.5,0.1,9.67450571878955,19.85350554575689

5.0,2.5,0.125,13.31667216637266,26.16660786542314

5.0,2.5,0.15,13.106795568527916,31.30449021286663

5.0,2.5,0.175,12.47692457891974,30.702949833802055

5.0,2.5,0.2,28.50014280007551,29.49411278249444

5.0,2.5,0.225,35.85773696262166,37.38401533996014

5.0,2.5,0.25,44.03663336676512,46.15021505846278

5.0,2.5,0.275,53.02434281810521,55.89237383060376

5.0,2.5,0.3,62.81960303500031,66.6616887267834

5.0,2.5,0.325,73.39153205940065,78.78767755120971

5.0,2.5,0.35,84.856539277534,91.291737643786

5.0,2.5,0.375,97.07542258900932,105.2946960317247

5.0,2.5,0.4,110.1444348745847,120.183410778709

5.0,2.5,0.425,124.1016214468876,135.7201197421298

5.0,2.5,0.45,138.7868891210063,152.3380312445004

5.0,2.5,0.475,154.2123285588406,170.5232418645506

5.0,2.5,0.5,170.5634334831989,189.7149496299236

5.0,2.5,0.525,187.732744849404,210.5356507687637

5.0,2.5,0.55,205.8544528035987,231.7130759062598

5.0,2.5,0.575,224.8245387772956,254.3927885517874

5.0,2.5,0.6,244.626561899266,277.9073738410887

5.0,2.5,0.625,265.4596870089264,302.902626895971

5.0,2.5,0.65,287.3191411841539,330.3117772610947

5.0,2.5,0.675,310.0612988184557,358.4152600773455

5.0,2.5,0.7,334.1721408246235,387.8333619756398

5.0,3.75,0.025,0,0

5.0,3.75,0.05,0,5.9881478973643425

5.0,3.75,0.075,0,17.634640446006415

5.0,3.75,0.1,4.039506875715705,28.46731369892177

5.0,3.75,0.125,10.879457663799483,38.01695277340855

5.0,3.75,0.15,16.242479972891793,45.140420152555194

5.0,3.75,0.175,19.044862418644364,47.08696723048516

5.0,3.75,0.2,28.51906287086939,46.02824700985102

5.0,3.75,0.225,35.86193796690582,58.31244062478424

5.0,3.75,0.25,44.03741120198788,72.14393817426671

5.0,3.75,0.275,53.02072364504633,87.5135156902776

5.0,3.75,0.3,62.82526002605158,104.2741015850481

5.0,3.75,0.325,73.4011260933495,122.9876651310924

5.0,3.75,0.35,84.84643039248834,142.6283739584915

5.0,3.75,0.375,97.03877693330429,164.1288212892497

5.0,3.75,0.4,110.0702276307272,187.4566062771849

5.0,3.75,0.425,123.9990046029573,212.5302094328462

5.0,3.75,0.45,138.6807156074958,238.5766636543329

5.0,3.75,0.475,154.2308844407709,266.5716320800412

5.0,3.75,0.5,170.5665114040665,296.8436611897619

5.0,3.75,0.525,187.7793493728472,328.7047083963903

5.0,3.75,0.55,205.8358511819511,362.3853167314697

5.0,3.75,0.575,224.7756948444385,398.0184328391724

5.0,3.75,0.6,244.6471767696947,435.708411158502

5.0,3.75,0.625,265.5329084300776,475.4261102675296

5.0,3.75,0.65,287.3130288047356,518.1609007877772

5.0,3.75,0.675,310.215753994619,562.8021161249276

5.0,3.75,0.7,334.3267017048997,609.4711655543688

5.0,5.0,0.025,0,0

5.0,5.0,0.05,0,0

5.0,5.0,0.075,0,12.232183453668199

5.0,5.0,0.1,2.8024708114485466,28.88285592331141

5.0,5.0,0.125,10.1429355405819,44.01801247690497

5.0,5.0,0.15,16.318435656504462,56.42723674711863

5.0,5.0,0.175,20.401637412567013,62.88700686098399

5.0,5.0,0.2,28.41518270412157,62.86944424810376

5.0,5.0,0.225,35.72926250466496,79.72209622087286

5.0,5.0,0.25,43.8659669322764,98.6370480423814

5.0,5.0,0.275,52.82876556290848,119.6738297180573

5.0,5.0,0.3,62.58025126406573,142.7569052412458

5.0,5.0,0.325,73.14274846452344,168.1031290646893

5.0,5.0,0.35,84.51008434349423,195.5963852248356

5.0,5.0,0.375,96.70411010177386,225.0183855165063

5.0,5.0,0.4,109.6623168355865,256.7252771804945

5.0,5.0,0.425,123.5446804495455,290.9351530169359

5.0,5.0,0.45,138.1181134441842,326.7182315863876

5.0,5.0,0.475,153.5916913870035,365.5062904497021

5.0,5.0,0.5,169.8721608005561,406.8024138453775

5.0,5.0,0.525,187.0436525552706,450.8903793927008

5.0,5.0,0.55,205.050638577089,497.1941995524477

5.0,5.0,0.575,224.0499949645946,546.5510280013877

5.0,5.0,0.6,243.8345771923828,598.570483181601

5.0,5.0,0.625,264.7078419297948,653.5759301358509

5.0,5.0,0.65,286.3860005777101,711.6100817606075

5.0,5.0,0.675,309.3558865141,772.2379194606733

5.0,5.0,0.7,333.4704140751797,837.4317826300509

5.0,6.25,0.025,0,0

5.0,6.25,0.05,0,0

5.0,6.25,0.075,0,0

5.0,6.25,0.1,5.918108367166968,22.25358994807192

5.0,6.25,0.125,12.450553204919059,44.45918014624334

5.0,6.25,0.15,17.052825899390257,64.04593695155637

5.0,6.25,0.175,18.355994766473483,77.72722062644105

5.0,6.25,0.2,28.14516523796955,80.63359356941277

5.0,6.25,0.225,35.37566037488902,102.1981342594375

5.0,6.25,0.25,43.40552137765823,126.4190482843106

5.0,6.25,0.275,52.27084522122832,153.4234013454691

5.0,6.25,0.3,61.90699674473721,182.9470098848054

5.0,6.25,0.325,72.34950464814449,215.2657102701018

5.0,6.25,0.35,83.6369682527201,250.653776843231

5.0,6.25,0.375,95.66411154060724,288.1970008028326

5.0,6.25,0.4,108.5471745347664,328.9556971915142

5.0,6.25,0.425,122.2468614881764,372.5789374354936

5.0,6.25,0.45,136.7166391904111,418.8948904047691

5.0,6.25,0.475,152.0343509432208,468.7087611019984

5.0,6.25,0.5,168.2429477446203,521.623481218827

5.0,6.25,0.525,185.2721934281122,577.7878077069813

5.0,6.25,0.55,203.1423324759949,637.3460284863829

5.0,6.25,0.575,222.0356454458515,700.9525564737166

5.0,6.25,0.6,241.7619426320245,767.6893941354946

5.0,6.25,0.625,262.3899727167622,838.3266264888841

5.0,6.25,0.65,284.1060714013307,913.102230904209

5.0,6.25,0.675,306.9516232601442,991.8190206970886

5.0,6.25,0.7,331.043848294858,1075.500595650528

5.0,7.5,0.025,0,0

5.0,7.5,0.05,0,0

5.0,7.5,0.075,0,0

5.0,7.5,0.1,0,27.792753211554157

5.0,7.5,0.125,0.5896348171484059,56.166272544988544

5.0,7.5,0.15,10.082027762500783,80.8077815604567

5.0,7.5,0.175,19.27272946948238,97.28202182357252

5.0,7.5,0.2,27.79693493590214,99.0272045057635

5.0,7.5,0.225,34.94137741549987,125.5853140244443

5.0,7.5,0.25,42.86376647715808,155.3211263327264

5.0,7.5,0.275,51.59528810038693,188.284922737161

5.0,7.5,0.3,61.12159253003036,224.5947524396899

5.0,7.5,0.325,71.42485568780273,264.1901200253059

5.0,7.5,0.35,82.54383003172782,307.5544421969512

5.0,7.5,0.375,94.46238760969186,353.9778894398516

5.0,7.5,0.4,107.2044612515156,403.8420783164145

5.0,7.5,0.425,120.7574092477255,457.379840032751

5.0,7.5,0.45,135.1016040315139,514.7603092022496

5.0,7.5,0.475,150.3032603611495,575.886283224836

5.0,7.5,0.5,166.3520028042126,640.9482321112882

5.0,7.5,0.525,183.2546619671528,709.9696122925219

5.0,7.5,0.55,201.0924977422027,783.0691590924046

5.0,7.5,0.575,219.7876735879586,860.9262095794027

5.0,7.5,0.6,239.4829609667258,942.7951339519775

5.0,7.5,0.625,260.1316738594945,1029.880138345764

5.0,7.5,0.65,281.7873435020329,1121.467344899112

5.0,7.5,0.675,304.6579490844014,1218.199636726125

5.0,7.5,0.7,328.7613994717079,1321.011034067328

5.0,8.75,0.025,0,0

5.0,8.75,0.05,0,0

5.0,8.75,0.075,0,0

5.0,8.75,0.1,0,0

5.0,8.75,0.125,2.4593194984447546,0

5.0,8.75,0.15,11.675425797073384,35.9572705012593

5.0,8.75,0.175,20.18946417249128,79.06132352581687

5.0,8.75,0.2,27.36620632048091,118.2479727545218

5.0,8.75,0.225,34.38347894723833,149.9212060142434

5.0,8.75,0.25,42.19987180193043,185.4991362624224

5.0,8.75,0.275,50.77668342084907,224.6932265721426

5.0,8.75,0.3,60.15029002348533,267.9813258533364

5.0,8.75,0.325,70.33617397315598,315.2561561112452

5.0,8.75,0.35,81.28236582631497,366.6947378610824

5.0,8.75,0.375,93.02090752276256,422.6143787788096

5.0,8.75,0.4,105.5965047361905,481.8548488339744

5.0,8.75,0.425,118.9523584640691,546.192546854765

5.0,8.75,0.45,133.1693301507329,614.2674846586515

5.0,8.75,0.475,148.2336993621389,686.9846172178812

5.0,8.75,0.5,164.1190277703943,764.4277484062934

5.0,8.75,0.525,180.8036908821344,846.8609514806805

5.0,8.75,0.55,198.4925378302949,934.0526669322896

5.0,8.75,0.575,217.054812303116,1026.087238171666

5.0,8.75,0.6,236.6033313816349,1123.331341961705

5.0,8.75,0.625,257.1730480165776,1226.931324059854

5.0,8.75,0.65,278.8765339405559,1336.119465541932

5.0,8.75,0.675,301.5400194276382,1450.059165500054

5.0,8.75,0.7,325.5946580641614,1571.748955995477

5.0,10.0,0.025,0,0

5.0,10.0,0.05,0,0

5.0,10.0,0.075,0,0

5.0,10.0,0.1,0,0

5.0,10.0,0.125,3.7181242965709753,0

5.0,10.0,0.15,12.763932108251591,43.42653331351357

5.0,10.0,0.175,20.74882617579308,93.01674887577997

5.0,10.0,0.2,26.8092976516182,138.3038233742128

5.0,10.0,0.225,33.70084422964304,175.3352009705931

5.0,10.0,0.25,41.35671434835947,216.788322718979

5.0,10.0,0.275,49.79743789665658,262.7426087203406

5.0,10.0,0.3,59.01638156606755,313.2268299263391

5.0,10.0,0.325,69.03115207181739,368.2512428599949

5.0,10.0,0.35,79.81398788989955,428.1025183737009

5.0,10.0,0.375,91.3681447125401,492.9960604977479

5.0,10.0,0.4,103.7558584965301,562.5195811756513

5.0,10.0,0.425,116.9719835191905,636.651844409988

5.0,10.0,0.45,131.043757736179,716.0637866257911

5.0,10.0,0.475,145.9260466935406,800.7281098845838

5.0,10.0,0.5,161.6952093973545,890.6373085228556

5.0,10.0,0.525,178.2598183511876,985.828469125742

5.0,10.0,0.55,195.743207724749,1086.74020544044

5.0,10.0,0.575,214.1503750343933,1193.082349880346

5.0,10.0,0.6,233.5691885275872,1305.502612083443

5.0,10.0,0.625,254.054294847341,1424.795116234681

5.0,10.0,0.65,275.6717878416575,1550.439887132254

5.0,10.0,0.675,298.3227996670587,1682.721050053738

5.0,10.0,0.7,322.457238611777,1822.878362755078

10.0,0.0,0.025,0,0

10.0,0.0,0.05,0,0

10.0,0.0,0.075,0,0

10.0,0.0,0.1,5.337172218404265,0

10.0,0.0,0.125,12.951677280065,0

10.0,0.0,0.15,18.49793776641709,0

10.0,0.0,0.175,25.00500272830425,0

