angle of actuation,angle of attack,mach number,axial force,normal force
10.0,0.0,0.2,32.46680411689732,0

10.0,0.0,0.225,40.8777617252323,0

10.0,0.0,0.25,50.23206805577239,0

10.0,0.0,0.275,60.54870558433304,0

10.0,0.0,0.3,71.78892820716534,0

10.0,0.0,0.325,83.97702591035423,0

10.0,0.0,0.35,97.04267903672731,0

10.0,0.0,0.375,111.0727546857059,0

10.0,0.0,0.4,126.0316471207184,0

10.0,0.0,0.425,141.9158030740806,0

10.0,0.0,0.45,158.7171828072823,0

10.0,0.0,0.475,176.4208386481938,0

10.0,0.0,0.5,195.103837843107,0

10.0,0.0,0.525,214.7432652565011,0

10.0,0.0,0.55,235.3508041453464,0

10.0,0.0,0.575,256.9528114348954,0

10.0,0.0,0.6,279.5357477040034,0

10.0,0.0,0.625,303.2334116837035,0

10.0,0.0,0.65,327.7580784045524,0

10.0,0.0,0.675,353.7088234682363,0

10.0,0.0,0.7,380.8474562657364,0

10.0,1.25,0.025,0,1.4833731375506432

10.0,1.25,0.05,0,4.736400143026685

10.0,1.25,0.075,2.4211713872142973,7.811920116793999

10.0,1.25,0.1,9.013479196272346,10.639293070444864

10.0,1.25,0.125,13.95463415648417,13.128375548437504

10.0,1.25,0.15,14.835222652614544,14.875589702808066

10.0,1.25,0.175,12.21977724576979,13.707780270459365

10.0,1.25,0.2,32.53006068470835,13.40050004677975

10.0,1.25,0.225,40.97899275545922,17.03178321093058

10.0,1.25,0.25,50.35094938783982,21.04728194036497

10.0,1.25,0.275,60.6766809452786,25.50886266298667

10.0,1.25,0.3,71.93886860310049,30.50089392981858

10.0,1.25,0.325,84.10117869265642,35.87466369899832

10.0,1.25,0.35,97.24146149773871,41.8470764131865

10.0,1.25,0.375,111.286805962605,48.15979634426259

10.0,1.25,0.4,126.2696781676568,54.85221311806703

10.0,1.25,0.425,142.1675202307999,62.06053956116531

10.0,1.25,0.45,159.0050626268226,69.80094802639651

10.0,1.25,0.475,176.7932917399557,77.7911824576338

10.0,1.25,0.5,195.4959827965328,86.72540397364624

10.0,1.25,0.525,215.2361559758842,95.91821080270975

10.0,1.25,0.55,235.8450354186476,105.5334592187282

10.0,1.25,0.575,257.4574493350878,115.9913175294248

10.0,1.25,0.6,279.9997096174944,126.8102445701328

10.0,1.25,0.625,303.5889659532729,138.66117627933

10.0,1.25,0.65,328.3275487455232,150.7609674560061

10.0,1.25,0.675,354.2348580299151,163.6701174516191

10.0,1.25,0.7,381.3240303241827,177.3306156470341

10.0,2.5,0.025,0,1.4028785902555683

10.0,2.5,0.05,0.4968940487659134,8.408170227643495

10.0,2.5,0.075,7.230960880894298,15.05617470397965

10.0,2.5,0.1,12.98302870317504,21.187984615094138

10.0,2.5,0.125,16.693140860954713,26.560042197621648

10.0,2.5,0.15,16.029102112983058,30.43938089977974

10.0,2.5,0.175,16.71876802516409,29.765545332048884

10.0,2.5,0.2,32.39485016150098,27.7372066910311

10.0,2.5,0.225,40.77932978801059,35.16649301801581

10.0,2.5,0.25,50.10947951719552,43.49356913758822

10.0,2.5,0.275,60.37205156803756,52.75208652690424

10.0,2.5,0.3,71.59592197175549,62.99808392183599

10.0,2.5,0.325,83.70180332467046,73.99979138702977

10.0,2.5,0.35,96.76780288708065,86.05316179929375

10.0,2.5,0.375,110.7254941231054,99.04829925458556

10.0,2.5,0.4,125.6257588245891,113.0460037196394

10.0,2.5,0.425,141.4231430549949,127.8793684935212

10.0,2.5,0.45,158.2181538030065,143.9626295854655

10.0,2.5,0.475,175.856987724379,160.7105526086691

10.0,2.5,0.5,194.5009706551886,178.8173476688524

10.0,2.5,0.525,214.2207464075318,198.4557703033298

10.0,2.5,0.55,234.7552533610073,218.5485927624756

10.0,2.5,0.575,256.2239572943668,239.6438926540683

10.0,2.5,0.6,278.6842987746663,262.1435117422554

10.0,2.5,0.625,302.1581027048254,286.2352495355211

10.0,2.5,0.65,326.8005553703009,311.7164466122645

10.0,2.5,0.675,352.5797500337761,338.3669516614964

10.0,2.5,0.7,379.6193671303685,366.6416040660271

10.0,3.75,0.025,0,0

10.0,3.75,0.05,0,0

10.0,3.75,0.075,0,9.737334705031572

10.0,3.75,0.1,6.183030509195777,21.3580267554712

10.0,3.75,0.125,12.960745003129203,32.10149185903515

10.0,3.75,0.15,17.448659799666554,41.39451516614289

10.0,3.75,0.175,18.13832571184759,47.141391882354185

10.0,3.75,0.2,32.20942589838439,44.65550096128969

10.0,3.75,0.225,40.55649140724375,56.64699472342991

10.0,3.75,0.25,49.82367857840946,69.99216061383598

10.0,3.75,0.275,60.05178209628894,85.0452150356223

10.0,3.75,0.3,71.17143836513239,101.4210970096851

10.0,3.75,0.325,83.12854619001106,119.0827573913858

10.0,3.75,0.35,96.1437327348728,138.3334597089754

10.0,3.75,0.375,109.9916477411371,159.2583094021618

10.0,3.75,0.4,124.8432967926379,182.0647128529642

10.0,3.75,0.425,140.4649686854065,205.8640807541167

10.0,3.75,0.45,157.1155117732941,231.9335549799507

10.0,3.75,0.475,174.6061754958397,258.7663332288765

10.0,3.75,0.5,193.2594760641045,288.2735279147608

10.0,3.75,0.525,212.6459051036451,318.7387069103853

10.0,3.75,0.55,233.1057737903685,351.7287894253299

10.0,3.75,0.575,254.4598471407293,386.0826948730238

10.0,3.75,0.6,276.7239890948971,422.540389531741

10.0,3.75,0.625,300.1333020496081,461.2134225758248

10.0,3.75,0.65,324.6287755933225,502.3414044643013

10.0,3.75,0.675,350.2848392704536,545.8220900935711

10.0,3.75,0.7,377.1849346504439,591.5923389282325

10.0,5.0,0.025,0,0

10.0,5.0,0.05,0,0

10.0,5.0,0.075,0.9812249145694911,8.96938966684445

10.0,5.0,0.1,8.526575990758392,25.42024904436022

10.0,5.0,0.125,15.123523172045905,40.35726153832553

10.0,5.0,0.15,19.347765604612388,52.34964943250604

10.0,5.0,0.175,19.55788339853109,58.248774740909276

10.0,5.0,0.2,32.1295862453313,62.62541412739302

10.0,5.0,0.225,40.44334218314807,79.44522660567044

10.0,5.0,0.25,49.65431457204086,98.16204739433796

10.0,5.0,0.275,59.85789580792601,119.3149784489239

10.0,5.0,0.3,70.91277977581908,142.210276247007

10.0,5.0,0.325,82.87539049202628,167.1755614119899

10.0,5.0,0.35,95.79399395651589,194.2967561864061

10.0,5.0,0.375,109.6730352201394,224.0978506104278

10.0,5.0,0.4,124.4060353289255,255.7880234301581

10.0,5.0,0.425,139.9530986504415,289.3277253748446

10.0,5.0,0.45,156.5412832715549,325.6139125790179

10.0,5.0,0.475,174.1232488315708,364.4321273218268

10.0,5.0,0.5,192.4744322694645,405.1864279794615

10.0,5.0,0.525,211.847854162067,448.4327665661856

10.0,5.0,0.55,232.1845927938091,494.5330369959473

10.0,5.0,0.575,253.5381766817698,543.6369196714157

10.0,5.0,0.6,275.8703942977545,595.5005504985403

10.0,5.0,0.625,299.1641930840261,649.5515712373593

10.0,5.0,0.65,323.7697125320484,707.8828696658761

10.0,5.0,0.675,349.2897395847583,768.8599772273376

10.0,5.0,0.7,376.2777769315858,834.0565665354611

10.0,6.25,0.025,0,0

10.0,6.25,0.05,0,0

10.0,6.25,0.075,1.5997664532848537,13.070179174663053

10.0,6.25,0.1,9.387445919952842,34.36868494319805

10.0,6.25,0.125,16.17892846098061,53.04383660831667

10.0,6.25,0.15,20.609698689317725,66.32422069385417

10.0,6.25,0.175,20.977441085214586,69.35615759946437

10.0,6.25,0.2,31.89756933840676,80.7871559976536

10.0,6.25,0.225,40.13021604281015,102.4454214942878

10.0,6.25,0.25,49.25833916389173,126.6119230611142

10.0,6.25,0.275,59.3750846980996,153.7847605087604

10.0,6.25,0.3,70.37338073378925,183.3823808571117

10.0,6.25,0.325,82.24112144200855,215.5935130382154

10.0,6.25,0.35,95.02378216113166,250.5949872846601

10.0,6.25,0.375,108.7797303862323,288.8428375359799

10.0,6.25,0.4,123.4206725555669,329.608475265132

10.0,6.25,0.425,138.9546689429421,373.3810771597536

10.0,6.25,0.45,155.4863169765857,420.343192722821

10.0,6.25,0.475,172.8271025709302,469.9187297065139

10.0,6.25,0.5,191.2176696064798,522.8197568267458

10.0,6.25,0.525,210.5099088940054,578.7409904721945

10.0,6.25,0.55,230.7789342187783,638.4925365333545

10.0,6.25,0.575,251.9424241209615,701.1923569073548

10.0,6.25,0.6,274.3178665397397,768.4755319423723

10.0,6.25,0.625,297.550338109543,838.8013547015659

10.0,6.25,0.65,322.0529106753082,914.0793434923067

10.0,6.25,0.675,347.773764700925,993.0903540111854

10.0,6.25,0.7,374.6933276773045,1077.012162509063

10.0,7.5,0.025,0,0

10.0,7.5,0.05,0,0

10.0,7.5,0.075,0,0

10.0,7.5,0.1,0,0

10.0,7.5,0.125,1.8410335593473501,22.548142155387552

10.0,7.5,0.15,12.317231326667805,53.630012445262025

10.0,7.5,0.175,22.39699877189808,80.46354045801948

10.0,7.5,0.2,31.6136904755946,99.31665464714189

10.0,7.5,0.225,39.7691188695523,125.9550206547742

10.0,7.5,0.25,48.84488124388196,155.8767554533415

10.0,7.5,0.275,58.8202107603972,189.0158162341455

10.0,7.5,0.3,69.70337086595,225.4822140986801

10.0,7.5,0.325,81.48673228762092,265.1733723836945

10.0,7.5,0.35,94.20413292234927,308.545736011818

10.0,7.5,0.375,107.8033132341246,355.3409607380954

10.0,7.5,0.4,122.3076912019092,405.499507354072

10.0,7.5,0.425,137.740302105925,459.1086905713047

10.0,7.5,0.45,154.1185792836391,516.8596948153611

10.0,7.5,0.475,171.4072147818974,578.1207433653159

10.0,7.5,0.5,189.7158017205721,643.3273913520173

10.0,7.5,0.525,208.9236044221661,712.3824074689223

10.0,7.5,0.55,229.1388793609777,785.7101582991908

10.0,7.5,0.575,250.242802764235,863.470254311301

10.0,7.5,0.6,272.5642345184336,946.0829737462244

10.0,7.5,0.625,295.9216373468802,1032.929737686118

10.0,7.5,0.65,320.3477931719694,1124.653536188991

10.0,7.5,0.675,345.9752609338724,1222.084889295647

10.0,7.5,0.7,372.9951576883799,1324.995173601154

10.0,8.75,0.025,0,0

10.0,8.75,0.05,0,0

10.0,8.75,0.075,0,0

10.0,8.75,0.1,0,0

10.0,8.75,0.125,5.193629872108657,16.095042977204855

10.0,8.75,0.15,15.169661551086445,56.09153858021233

10.0,8.75,0.175,24.1513145082984,91.57092331657459

10.0,8.75,0.2,31.26141086304986,118.5445157955522

10.0,8.75,0.225,39.32285767737599,150.3196472336545

10.0,8.75,0.25,48.2811694284534,185.9192770058057

10.0,8.75,0.275,58.14829073965035,225.4519578668593

10.0,8.75,0.3,68.92677135630618,269.0196903625798

10.0,8.75,0.325,80.63386567856658,316.5001442208754

10.0,8.75,0.35,93.20564111661054,368.1200708467856

10.0,8.75,0.375,106.6711191812741,424.0513399727989

10.0,8.75,0.4,121.0735452686498,484.0141635333638

10.0,8.75,0.425,136.3316603488854,547.9880538986495

10.0,8.75,0.45,152.5809552053797,616.6328158542506

10.0,8.75,0.475,169.7716090281974,689.511331232886

10.0,8.75,0.5,187.8948382814397,766.9851509764771

10.0,8.75,0.525,207.50013764768556,851.8467335929777

10.0,8.75,0.55,227.1054370139314,936.7083162094781

10.0,8.75,0.575,248.2043479085112,1029.134806725743

10.0,8.75,0.6,270.5426460124341,1127.192092939968

10.0,8.75,0.625,293.7921968671762,1230.101327358296

10.0,8.75,0.65,318.2241200777623,1339.467281161949

10.0,8.75,0.675,343.7186791120295,1454.072911566104

10.0,8.75,0.7,370.7516081483085,1577.155436733074

10.0,10.0,0.025,0,0

10.0,10.0,0.05,0,0

10.0,10.0,0.075,0,0

10.0,10.0,0.1,0,0

10.0,10.0,0.125,4.431415628696639,18.720915063905977

10.0,10.0,0.15,14.612519114582081,64.7146796621837

10.0,10.0,0.175,23.68343479754656,106.0883991900867

10.0,10.0,0.2,30.71658823933706,138.7105372649202

10.0,10.0,0.225,38.63974998572449,175.8272226683674

10.0,10.0,0.25,47.44468799227143,217.3725394107463

10.0,10.0,0.275,57.15099121752334,263.4884504788297

10.0,10.0,0.3,67.76209583131326,314.2314874966749

10.0,10.0,0.325,79.27012372735098,369.5653602176565

10.0,10.0,0.35,91.69712109295747,429.679088018759

10.0,10.0,0.375,105.0109565822066,494.5250687716572

10.0,10.0,0.4,119.2179702876557,564.3639694674382

10.0,10.0,0.425,134.3099379357442,638.8158004320369

10.0,10.0,0.45,150.3898998441,718.4302064746207

10.0,10.0,0.475,167.4137256025101,803.1103460897546

10.0,10.0,0.5,185.2371834778177,892.701756702018

10.0,10.0,0.525,204.2997545406766,988.5330729209766

10.0,10.0,0.55,224.2037382265523,1089.334900570785

10.0,10.0,0.575,244.9894460068682,1195.516912575846

10.0,10.0,0.6,267.196570229985,1308.951875143641

10.0,10.0,0.625,290.2939893997225,1428.036504184717

10.0,10.0,0.65,314.6149329674994,1553.897395349134

10.0,10.0,0.675,340.1238480441149,1686.816702407856

10.0,10.0,0.7,367.1194962592701,1827.300491569702

15.0,0.0,0.025,0,0

15.0,0.0,0.05,0,0

15.0,0.0,0.075,0,0

15.0,0.0,0.1,6.10122733636901,0

15.0,0.0,0.125,14.76285892099556,0.09014323145186698

15.0,0.0,0.15,21.09902685415064,0.1457724089466057

15.0,0.0,0.175,28.53732389168684,0.1953407338259621

15.0,0.0,0.2,37.08682141908346,0.2259312991335571

15.0,0.0,0.225,46.71589331343365,0.2864425767763259

15.0,0.0,0.25,57.42156927850802,0.3590212786082647

15.0,0.0,0.275,69.23270752120395,0.3007097683350155

15.0,0.0,0.3,82.06346529023924,0.5030840417168827

15.0,0.0,0.325,95.96753562463539,0.5058332840478847

15.0,0.0,0.35,110.9578735483229,0.4877140313625841

15.0,0.0,0.375,127.0011204882202,0.5479361522357227

15.0,0.0,0.4,144.114644622845,0.6365504785833984

15.0,0.0,0.425,162.2316367187162,0.7711167617280816

15.0,0.0,0.45,181.4319528575047,0.8658849223630494

15.0,0.0,0.475,201.6404502239639,1.022166103494841

15.0,0.0,0.5,222.8981172435106,1.544132067503798

15.0,0.0,0.525,245.2370754241038,1.716341989312017

15.0,0.0,0.55,268.6357093046773,1.862017233500421

15.0,0.0,0.575,293.1664218741721,1.782206068238342

15.0,0.0,0.6,318.7993473415255,2.002859978990806

15.0,0.0,0.625,345.534770109363,1.95250641272327

15.0,0.0,0.65,373.5128944850671,1.932152093034897

15.0,0.0,0.675,402.6725075914825,2.292301813542487

15.0,0.0,0.7,433.3204772816329,2.566597828114833

15.0,1.25,0.025,0,3.522760246308735

15.0,1.25,0.05,0,6.286864620416736

15.0,1.25,0.075,4.415588562864894,8.87478477614809

15.0,1.25,0.1,11.648331411920044,11.207688355380697

15.0,1.25,0.125,16.752556398744584,13.154829133964734

15.0,1.25,0.15,16.934744863566138,14.260683217864258

15.0,1.25,0.175,15.3328929862929,12.972728540017771

15.0,1.25,0.2,37.15538567572381,12.92764530536708

15.0,1.25,0.225,46.78261640961406,16.23833470840606

15.0,1.25,0.25,57.50320417627711,20.09233451033212

15.0,1.25,0.275,69.2922228022312,24.32925709421902

15.0,1.25,0.3,82.17384511752908,28.96016330218663

15.0,1.25,0.325,96.09036388038909,33.89328370476299

15.0,1.25,0.35,111.1205262057633,39.35314986117368

15.0,1.25,0.375,127.18411846494,45.27088092741974

15.0,1.25,0.4,144.2674948626712,51.60909280987745

15.0,1.25,0.425,162.36221283474,58.38126387135286

15.0,1.25,0.45,181.6080837651072,65.68759402412056

15.0,1.25,0.475,201.7656133809701,73.26838556259933

15.0,1.25,0.5,223.016798954805,81.88509664723017

15.0,1.25,0.525,245.3752996401506,90.62559114159913

15.0,1.25,0.55,268.8015499517234,99.82373530725278

15.0,1.25,0.575,293.2937302625129,109.5630180831736

15.0,1.25,0.6,318.9024135508857,119.6539262089266

15.0,1.25,0.625,345.7653764086797,130.6261670092374

15.0,1.25,0.65,373.7618857313316,141.0974933267889

15.0,1.25,0.675,402.9926709139509,153.054569074192

15.0,1.25,0.7,433.5988408382157,165.7454602696228

15.0,2.5,0.025,0,8.849680746301601

15.0,2.5,0.05,0,14.837186909031516

15.0,2.5,0.075,7.134346765954131,20.36564158938245

15.0,2.5,0.1,14.602879673979732,25.230434957421494

15.0,2.5,0.125,20.35293261582155,29.052970785532352

15.0,2.5,0.15,21.97545117710771,30.837328277100983

15.0,2.5,0.175,19.10663080613675,28.431223204276634

15.0,2.5,0.2,37.05103444101101,25.90039708323437

15.0,2.5,0.225,46.65775787233169,32.80659576792784

15.0,2.5,0.25,57.34566191560901,40.55065585534646

15.0,2.5,0.275,69.10722118248003,49.15683759160308

15.0,2.5,0.3,81.95938028342849,58.51763377703077

15.0,2.5,0.325,95.83893537698837,68.74687545477849

15.0,2.5,0.35,110.8156776477625,79.75967508279255

15.0,2.5,0.375,126.8047459271755,91.73589077930659

15.0,2.5,0.4,143.8529151963642,104.6155524004488

15.0,2.5,0.425,161.9467491309379,118.386538041358

15.0,2.5,0.45,181.093159803005,133.1557623296974

15.0,2.5,0.475,201.2644457030749,148.7500201844736

15.0,2.5,0.5,222.4794853585204,165.8617423845305

15.0,2.5,0.525,244.7895362102583,183.5237499015722

15.0,2.5,0.55,268.1752422861157,202.2907784785415

15.0,2.5,0.575,292.6300619827504,222.0446115913105

15.0,2.5,0.6,318.2384082014398,242.8964790342528

15.0,2.5,0.625,344.9937398155541,264.9187904624588

15.0,2.5,0.65,372.9231178409874,288.5451214375625

15.0,2.5,0.675,402.2156467005753,312.9767362540766

15.0,2.5,0.7,432.9602636069669,339.6335018718638

15.0,3.75,0.025,0,0

15.0,3.75,0.05,0,0

15.0,3.75,0.075,0,7.942445767185745

15.0,3.75,0.1,0,19.60963436352131

15.0,3.75,0.125,9.305329602266509,30.616446265803233

15.0,3.75,0.15,19.815464820324024,40.821060129595004

15.0,3.75,0.175,29.31666157038506,48.47213443306627

15.0,3.75,0.2,36.82088239662859,42.60176319068903

15.0,3.75,0.225,46.36471117690181,53.97325553568041

15.0,3.75,0.25,56.99079271828746,66.74261407478878

15.0,3.75,0.275,68.61629944020788,80.82297806736214

15.0,3.75,0.3,81.37506530270983,96.30758612446692

15.0,3.75,0.325,95.17849334101265,113.2449782771363

15.0,3.75,0.35,109.9957024012022,131.635558989005

15.0,3.75,0.375,125.90186515601,151.3680002641679

15.0,3.75,0.4,142.8497244411579,172.6380918316001

15.0,3.75,0.425,160.8247255309573,195.4143053880779

15.0,3.75,0.45,179.8660806621551,219.8421226122986

15.0,3.75,0.475,199.8714864986246,245.6773726681707

15.0,3.75,0.5,220.9588543982541,273.4885297238901

15.0,3.75,0.525,243.1800567759301,303.0761037991251

15.0,3.75,0.55,266.4117032546672,334.0637623505612

15.0,3.75,0.575,290.7443021014101,366.6150771327026

15.0,3.75,0.6,316.1876646146313,401.2587839599749

15.0,3.75,0.625,342.8152529154862,437.8186594580707

15.0,3.75,0.65,370.6809452324152,476.4101453077511

15.0,3.75,0.675,399.7451700470516,517.2326921091897

15.0,3.75,0.7,430.1770130238521,560.4555596908307

15.0,5.0,0.025,0,0

15.0,5.0,0.05,0,0

15.0,5.0,0.075,0,4.694255328778468

15.0,5.0,0.1,3.4920348979453766,22.360763552995024

15.0,5.0,0.125,13.425965022350509,38.69909930211185

15.0,5.0,0.15,22.329625875566425,52.719268398760036

15.0,5.0,0.175,29.18804343321984,61.584513322750105

15.0,5.0,0.2,36.65787196366242,62.97829355184174

15.0,5.0,0.225,46.15709196382294,79.84249941487536

15.0,5.0,0.25,56.71256213591263,98.7655990763249

15.0,5.0,0.275,68.31917245408548,119.7481936922008

15.0,5.0,0.3,80.97129982785569,142.7643072442492

15.0,5.0,0.325,94.70068640277162,167.7335288355415

15.0,5.0,0.35,109.4869480216554,195.2682110115752

15.0,5.0,0.375,125.2641162213649,224.638242767119

15.0,5.0,0.4,142.099744230134,256.0319139661744

15.0,5.0,0.425,160.0283095578728,290.0029480481086

15.0,5.0,0.45,178.9401514833363,326.0215627947455

15.0,5.0,0.475,198.8282574676581,364.5348057724252

15.0,5.0,0.5,219.8217438393697,405.5653074437857

15.0,5.0,0.525,241.8804520321336,449.255428175424

15.0,5.0,0.55,265.0023833998121,495.3044589056883

15.0,5.0,0.575,289.2455099871967,543.7007359701405

15.0,5.0,0.6,314.6208281768801,595.265358519667

15.0,5.0,0.625,341.1836073271849,649.8487383552971

15.0,5.0,0.65,368.8222879950066,707.2774787783293

15.0,5.0,0.675,397.7754060316489,767.4334050300627

15.0,5.0,0.7,428.1871437078053,831.5248621968897

15.0,6.25,0.025,0,0

15.0,6.25,0.05,0,0

15.0,6.25,0.075,6.184753616828555,0

15.0,6.25,0.1,14.565347709498855,4.711395544363938

15.0,6.25,0.125,21.572396706844525,29.97774311692632

15.0,6.25,0.15,25.345635060093322,53.213290272423194

15.0,6.25,0.175,23.57281280696194,71.94952547379626

15.0,6.25,0.2,36.40790271015108,82.34796651590521

15.0,6.25,0.225,45.8337461807538,104.3973422984353

15.0,6.25,0.25,56.31474890154859,129.1296474714163

15.0,6.25,0.275,67.83835220463308,156.6207182362691

15.0,6.25,0.3,80.424824166922,186.7031058603646

15.0,6.25,0.325,94.03556436580885,219.6795996970205

15.0,6.25,0.35,108.7177889813785,255.3468244320961

15.0,6.25,0.375,124.4151296850881,293.8915354867778

15.0,6.25,0.4,141.2147797501204,335.271401222643

15.0,6.25,0.425,158.9600667091069,379.9827350673801

15.0,6.25,0.45,177.8428419867034,427.2778938178294

15.0,6.25,0.475,197.6700645501037,477.8952870381655

15.0,6.25,0.5,218.5823223386198,531.5908005387907

15.0,6.25,0.525,240.484487326072,588.9812981871748

15.0,6.25,0.55,263.5449671109587,649.8151500285979

15.0,6.25,0.575,287.7208163053815,713.8563940773973

15.0,6.25,0.6,313.0378540582873,781.5109967123497

15.0,6.25,0.625,339.5290322016555,853.1680254437235

15.0,6.25,0.65,367.1458147693602,928.4306245400958

15.0,6.25,0.675,396.2631966523755,1008.667554511539

15.0,6.25,0.7,426.7136390237357,1093.302166717862

15.0,7.5,0.025,0,0

15.0,7.5,0.05,0,0

15.0,7.5,0.075,0,0

15.0,7.5,0.1,0,0

15.0,7.5,0.125,2.036384116913039,27.41997874131158

15.0,7.5,0.15,14.043889059988995,58.33132295694048

15.0,7.5,0.175,25.614897315969525,84.32072319617511

15.0,7.5,0.2,36.22729629628834,101.1740066270044

15.0,7.5,0.225,45.59637725481937,128.3177851999729

15.0,7.5,0.25,56.01873773010784,158.7219835718462

15.0,7.5,0.275,67.49028429466878,192.3835628985411

15.0,7.5,0.3,79.99461297264394,229.4716592421831

15.0,7.5,0.325,93.54533881308467,269.854085886639

15.0,7.5,0.35,108.1573910597685,313.7664944209629

15.0,7.5,0.375,123.7961726814612,361.149739893903

15.0,7.5,0.4,140.4768543246955,412.0545528609072

15.0,7.5,0.425,158.1842588532174,466.752800587626

15.0,7.5,0.45,176.9886700479955,524.9220122853928

15.0,7.5,0.475,196.7806029220508,587.1605125374342

15.0,7.5,0.5,217.6612325958922,653.3095397378786

15.0,7.5,0.525,239.6478804707818,723.6255687007293

15.0,7.5,0.55,262.6994869524391,798.6323827865276

15.0,7.5,0.575,286.8800376070606,877.7929312758142

15.0,7.5,0.6,312.2571511564197,960.9753050752461

15.0,7.5,0.625,338.8208551811215,1049.251800801459

15.0,7.5,0.65,366.6150122143106,1142.174535556045

15.0,7.5,0.675,395.7814731425333,1240.532679895247

15.0,7.5,0.7,426.4728831868824,1345.1192878599

15.0,8.75,0.025,0,0

15.0,8.75,0.05,0,0

15.0,8.75,0.075,0,0

15.0,8.75,0.1,0,0

15.0,8.75,0.125,5.298448178971965,22.49457349414223

15.0,8.75,0.15,16.945302150516053,61.938275622281765

15.0,8.75,0.175,27.513097438673483,96.05248538816963

15.0,8.75,0.2,36.0380960190027,120.2616688995912

15.0,8.75,0.225,45.36300189663579,152.4970942355786

15.0,8.75,0.25,55.74089670309898,188.6532738971949

15.0,8.75,0.275,67.17613808375236,228.7012080960695

15.0,8.75,0.3,79.64040187840939,272.7787388608688

15.0,8.75,0.325,93.18010077773499,320.7745385392315

15.0,8.75,0.35,107.731482428974,373.157021024145

15.0,8.75,0.375,123.3223904910296,429.3978196305838

15.0,8.75,0.4,139.9543468259351,490.0563493261851

15.0,8.75,0.425,157.6482844557673,555.001259777365

15.0,8.75,0.45,176.3766226114507,623.783809941172

15.0,8.75,0.475,196.1159200216632,697.5134875233653

15.0,8.75,0.5,216.9838070167261,775.8532678019778

15.0,8.75,0.525,238.9716505542581,858.9969630631763

15.0,8.75,0.55,262.0352530553026,947.8253634595897

15.0,8.75,0.575,286.3236339946199,1041.762826238587

15.0,8.75,0.6,311.7658088555557,1139.981184443435

15.0,8.75,0.625,338.3862868892437,1244.543825434213

15.0,8.75,0.65,366.5671166821883,1354.555071907528

15.0,8.75,0.675,395.7532557847583,1471.713569276612

15.0,8.75,0.7,426.5783600107199,1594.060907192043

15.0,10.0,0.025,0,0

15.0,10.0,0.05,0,0

15.0,10.0,0.075,0,0

15.0,10.0,0.1,0,0

15.0,10.0,0.125,4.225904699469764,0

15.0,10.0,0.15,16.204130589334508,44.74691399563926

15.0,10.0,0.175,27.03041990114679,94.38700867484317

15.0,10.0,0.2,35.72302681284667,139.8690493235269

15.0,10.0,0.225,44.97561460100735,177.3083664153469

15.0,10.0,0.25,55.25482878037317,219.1385240114278

15.0,10.0,0.275,66.5781329324884,265.634471805005

15.0,10.0,0.3,78.99159168173638,316.5551930980187

15.0,10.0,0.325,92.43762883977094,372.5511105229253

15.0,10.0,0.35,106.8999327136704,433.1024180468181

15.0,10.0,0.375,122.4038021023679,498.0951474832566

15.0,10.0,0.4,138.9699217622305,568.2798373396978

15.0,10.0,0.425,156.4897098524706,643.1812628208002

15.0,10.0,0.45,175.1506712734977,722.651260238208

15.0,10.0,0.475,194.9093167360656,807.6983654842395

15.0,10.0,0.5,215.7203448178727,898.1916935164702

15.0,10.0,0.525,237.7076102939649,994.1684446423

15.0,10.0,0.55,260.7883364161192,1095.418747963243

15.0,10.0,0.575,285.0483356655141,1203.564730717417

15.0,10.0,0.6,310.5156060023089,1317.138859155339

15.0,10.0,0.625,337.2032307592095,1437.136914753483

15.0,10.0,0.65,365.1428972595073,1563.708544297667

15.0,10.0,0.675,394.6402512865872,1695.797858317029

15.0,10.0,0.7,425.5531999761708,1836.04353604956

20.0,0.0,0.025,0,0

20.0,0.0,0.05,0,0

20.0,0.0,0.075,0,0

20.0,0.0,0.1,7.12464050277278,0

20.0,0.0,0.125,17.23393086874996,0.0549287951094708

20.0,0.0,0.15,24.66556490642187,0.0787316613815019

20.0,0.0,0.175,33.39441546441822,0.0814292187432315

20.0,0.0,0.2,43.41358930086962,0.09745894591204096

20.0,0.0,0.225,54.70888186535557,0.1230899711001916

20.0,0.0,0.25,67.27011776727237,0.2500284086440585

